date,block,Raw_Frequency,MP_Schedule,MP_Drawal,MP_Demand,CZ_Total_Schedule,CZ_Demand,EZ_Total_Schedule,EZ_Demand,WZ_Total_Schedule,WZ_Demand,ATPS_Gen,SGTP_Gen,SGTS_Gen,SINGHAJI_Gen,Total_Thermal_Gen_Ex_Auxillary,Total_Hydel,Thermal_Hydel_Gen,UI_Rate,Total_IPP_Gen,Solar,Wind,CZ_Demand_Avg,EZ_Demand_Avg,WZ_Demand_Avg,MP_Demand_Avg,ISP_Hydro,OSP_Hydro,date_int
20251101,11,49.861983,5923.95,5705.62,7730.61,1780.04,2542.91,1576.34,2159.37,2154.92,2992.95,223.95,1283.87,2.73,384.95,2218.21,727.04,2733.63,3.963078,375.1,0,71.12,2542.91,2159.37,2992.95,7730.61,0.576894,313.85,20251101
20251101,12,49.882597,6040.82,5456.25,7827.15,1774.54,2535.06,1567.44,2147.18,2287.45,3177.02,210.07,1290.34,9.47,370.45,2101.4,734.65,2849.66,3.901714,339.08,0,68.87,2535.06,2147.18,3177.02,7827.15,0.595801,315.54,20251101
20251101,13,50.022024,5285.47,5218.94,7993.92,1785.06,2550.09,1601.96,2194.46,2266.37,3147.73,228.01,1296.71,0.75,400.85,2113.45,867.43,2378.85,4.064583,342.55,0,85.2,2550.09,2194.46,3147.73,7993.92,0.52235,339.03,20251101
20251101,14,49.851055,5042.8,5439.45,8064.2,1843.23,2633.19,1565.92,2145.09,2354.02,3269.47,228.22,1242.07,3.99,402.37,2157.17,787.41,2403.92,2.95486,364.74,0,35.02,2633.19,2145.09,3269.47,8064.2,0.623125,323.45,20251101
20251101,15,50.021515,4946.55,5905.23,7963.68,1794.34,2563.34,1650.51,2260.97,2234.17,3103.02,221.09,1294.55,6.28,390.28,2007.4,782.89,2001.71,3.761806,336.26,0,47.02,2563.34,2260.97,3103.02,7963.68,0.548764,323.38,20251101
20251101,16,49.917095,5138.26,6456.41,8223.39,1818.73,2598.19,1663.12,2278.25,2408.38,3344.97,220.52,1260.1,6.21,374.42,2070.82,835.24,2425.59,3.768297,343.69,0,37.2,2598.19,2278.25,3344.97,8223.39,0.455346,331.67,20251101
20251101,17,49.993366,5116.31,6751.91,8255.61,1816.98,2595.68,1647.9,2257.4,2400.64,3334.22,220.89,1265.6,7.5,401.86,2299.6,859.49,2528.97,3.483589,343.2,0,38.06,2595.68,2257.4,3334.22,8255.61,0.5278,252.36,20251101
20251101,18,49.984582,5243.57,6225.66,8237.18,1778.44,2540.63,1677.74,2298.27,2328.29,3233.74,211.12,1281.24,9.26,387.57,2129.08,775.09,2097.42,3.672571,382.07,0,20.28,2540.63,2298.27,3233.74,8237.18,0.474317,305.07,20251101
20251101,19,49.895364,6062.54,5763.59,8319.65,1860.09,2657.27,1740.74,2384.58,2367.68,3288.45,224.87,1251.95,2.56,408.73,2028.05,762.78,2531.96,3.93638,388.3,0,44.56,2657.27,2384.58,3288.45,8319.65,0.653467,266.23,20251101
20251101,20,49.987941,6491.11,5143.57,8366.83,1851.59,2645.13,1660.12,2274.14,2428.57,3373.01,211.75,1263.08,4.65,406.91,2008.79,765.11,2729.7,3.440286,349.13,0,115.79,2645.13,2274.14,3373.01,8366.83,0.552239,259.7,20251101
20251101,21,49.985286,5452.99,6814.18,8601.23,1918.05,2740.07,1796.22,2460.57,2460.02,3416.69,211.7,1240.03,5.46,417.29,2130.6,801.19,2399.01,2.973225,356,24.98,101.19,2740.07,2460.57,3416.69,8601.23,0.568874,294,20251101
20251101,22,49.855764,5545,5334.81,8578.89,1906.47,2723.53,1720.73,2357.17,2489.73,3457.96,226.75,1242.63,3.04,419.77,2063.49,892.76,2607.65,4.044082,336.25,79.89,53.97,2723.53,2357.17,3457.96,8578.89,0.464818,292.43,20251101
20251101,23,50.009816,5466.23,6222.27,8576.69,1969.78,2813.97,1717.65,2352.95,2496.33,3467.12,226.25,1230.23,3.6,391.08,2044.06,829.72,2469.02,3.85076,375.83,16.66,96.74,2813.97,2352.95,3467.12,8576.69,0.568282,304.06,20251101
20251101,24,50.008899,5515.56,6669.87,8691.56,1928.68,2755.25,1778.71,2436.59,2528.48,3511.78,202.78,1255.27,8.42,404.79,2236.83,779.97,2401.34,3.582897,364.69,81.03,67.44,2755.25,2436.59,3511.78,8691.56,0.691192,290.97,20251101
20251101,25,49.951432,6276.36,6385.41,8828.15,1962.19,2803.13,1828.09,2504.23,2509.37,3485.23,225.84,1249.4,9.29,418.98,2207.35,735.8,2230.3,3.912464,376.57,10.56,33.21,2803.13,2504.23,3485.23,8828.15,0.639325,294.04,20251101
20251101,26,49.949642,6731.21,6973.71,8683.06,1881.28,2687.54,1796.13,2460.45,2425.82,3369.2,203.36,1257.12,8.06,390.76,1835.65,762.55,2063.49,3.129651,385.01,80.21,19.13,2687.54,2460.45,3369.2,8683.06,0.514087,268.75,20251101
20251101,27,49.965053,6801.77,5781.97,8791.97,1986.41,2837.73,1817.28,2489.43,2505.05,3479.24,228.93,1273.72,7.78,399.44,1890.38,722.9,2557.83,3.463457,369.8,12.68,75.58,2837.73,2489.43,3479.24,8791.97,0.497086,317.95,20251101
20251101,28,49.961905,5612.22,5385.39,8834.08,1959.68,2799.55,1834.19,2512.59,2547.13,3537.68,209.13,1277.47,3.09,393.3,1806.27,885.74,2761.97,3.732462,364.05,58.68,54.46,2799.55,2512.59,3537.68,8834.08,0.688211,321.69,20251101
20251101,29,50.018408,6143.36,5788.24,8883.04,1974.9,2821.28,1859.99,2547.93,2518.99,3498.6,204.26,1265.71,8.39,380.88,2117.51,826.4,2411.87,4.151438,390.04,12.37,115.44,2821.28,2547.93,3498.6,8883.04,0.509542,288.22,20251101
20251101,30,49.861404,6462.51,7242.43,8985.84,2022.06,2888.66,1870.84,2562.79,2602.25,3614.24,213.03,1295.1,9.93,410.07,1862.63,878.56,2299.22,2.977035,344.22,28.73,64.91,2888.66,2562.79,3614.24,8985.84,0.549781,309.47,20251101
20251101,31,49.992386,6830.03,6300.4,8965.39,2019.49,2884.98,1834.66,2513.23,2536.27,3522.6,218.29,1237.23,3.8,381.69,1961.47,837.35,2478.26,3.863926,330.69,63.29,90.95,2884.98,2513.23,3522.6,8965.39,0.63359,252.14,20251101
20251101,32,49.976093,5563.27,5683.05,9032.6,1961.69,2802.42,1854.77,2540.78,2615.8,3633.06,207.03,1230.36,4.36,403.58,1838.6,748.09,2521.04,2.90967,352.19,61.91,86.7,2802.42,2540.78,3633.06,9032.6,0.578408,282.26,20251101
20251101,33,49.999453,6707.48,7129.95,8985.25,1990.84,2844.05,1869.93,2561.55,2577.58,3579.97,227.83,1246.57,8.75,406.51,2084.14,867.33,2621.1,3.014179,340.31,80.69,83.85,2844.05,2561.55,3579.97,8985.25,0.457001,291.11,20251101
20251101,34,49.909383,6547.89,7226.99,9036.63,2049.36,2927.65,1879.13,2574.15,2549.89,3541.51,209.42,1267.45,2.18,415.03,2206.87,822.57,2515.5,3.215093,366.81,56.96,48.52,2927.65,2574.15,3541.51,9036.63,0.67967,266.66,20251101
20251101,35,49.852739,6357.2,6461.64,9096.05,2030.21,2900.3,1849.28,2533.26,2626.59,3648.04,213.68,1271.6,4.12,398.43,2205.86,830.89,2264.6,3.231387,362.69,21.47,20.99,2900.3,2533.26,3648.04,9096.05,0.538945,323.37,20251101
20251101,36,49.933884,6824.08,6784.31,9137.14,2090.1,2985.86,1873.24,2566.08,2629.2,3651.66,224.28,1268.08,9.64,397.62,2263.35,873.51,2493.06,3.713129,332.6,87.48,63.01,2985.86,2566.08,3651.66,9137.14,0.541248,278.56,20251101
20251101,37,50.033937,6550.75,6414.6,9152.76,2064.94,2949.92,1888.63,2587.16,2638.74,3664.92,218.6,1266.61,5.07,411.29,2054.6,782.19,2219.39,3.07297,389.02,59.24,76.71,2949.92,2587.16,3664.92,9152.76,0.60552,263.91,20251101
20251101,38,50.044797,6026.9,5672.84,9242.95,2075.48,2964.97,1931.29,2645.6,2678.49,3720.13,219.72,1291.24,8.72,408.81,1984.62,777.06,1980.33,4.108483,399,41.59,24.07,2964.97,2645.6,3720.13,9242.95,0.66575,264.02,20251101
20251101,39,50.002791,6175.87,6170.98,9332.94,2115.76,3022.52,1889.13,2587.85,2764.74,3839.91,206.07,1274.49,0.41,404.68,2045.14,739.52,2624.19,3.755603,384.83,42.02,54.11,3022.52,2587.85,3839.91,9332.94,0.534508,289.89,20251101
20251101,40,50.007389,6011.7,7052.84,9374.93,2103.04,3004.35,1917.13,2626.21,2672.41,3711.68,205.11,1294.15,9.76,393.23,2148.15,802.4,2736.14,3.863244,338.24,50.12,39.56,3004.35,2626.21,3711.68,9374.93,0.650788,261.15,20251101
20251101,41,49.866102,7118.69,6051.88,9216.52,2098.4,2997.72,1828.98,2505.45,2708.46,3761.75,202.67,1292.09,0.39,417.63,1722.99,719.07,2545.96,3.952842,373.05,24.06,15.81,2997.72,2505.45,3761.75,9216.52,0.667352,308.81,20251101
20251101,42,49.909127,7121.21,6281.44,9256.65,2035.01,2907.16,1829.54,2506.22,2610.51,3625.71,228.6,1250.85,5.13,403.21,1909.36,841.53,1955.44,3.975707,357.73,16.93,27.85,2907.16,2506.22,3625.71,9256.65,0.695058,307.37,20251101
20251101,43,49.902942,6554.35,7423.86,9206.39,2058.62,2940.89,1882.08,2578.19,2651.28,3682.33,224.2,1248.2,6.08,388.81,1728.59,837.65,2201.76,2.944973,395.12,69.27,29.7,2940.89,2578.19,3682.33,9206.39,0.473339,330.35,20251101
20251101,44,49.952527,6664.71,7321.04,9317.64,2084.69,2978.13,1916.4,2625.21,2655.55,3688.26,221,1297.99,1.52,380.1,1821.54,785.96,2013.29,3.020847,347.69,73.81,97.6,2978.13,2625.21,3688.26,9317.64,0.60015,251.27,20251101
20251101,45,49.915725,6637.67,7684.71,9422.32,2128.28,3040.4,1975.52,2706.19,2768.51,3845.15,221.21,1247.18,9.92,371.18,2164.47,766.07,2135.84,3.165864,340.73,51.82,80.74,3040.4,2706.19,3845.15,9422.32,0.519891,338.3,20251101
20251101,46,49.992767,6316.71,7162.95,9270.18,2024.98,2892.83,1872.41,2564.94,2671.74,3710.75,214.58,1287.94,6.72,372.26,2238.02,733.2,2725.26,3.293848,379.83,36.04,60.07,2892.83,2564.94,3710.75,9270.18,0.590063,287.87,20251101
20251101,47,49.967642,7134.16,6311.12,9304.68,2114.13,3020.19,1904.26,2608.57,2715.23,3771.15,204.18,1291.51,5.03,392.44,2235.36,747.73,2293.72,3.30607,346.09,86.84,63.4,3020.19,2608.57,3771.15,9304.68,0.592854,271.79,20251101
20251101,48,49.855243,6771.91,6765.8,9260.71,2002.93,2861.33,1920.54,2630.88,2687.3,3732.36,216.04,1270.01,3.03,375.2,2205.94,810.69,2564.13,3.734507,337.46,67.22,109.54,2861.33,2630.88,3732.36,9260.71,0.453906,340.35,20251101
20251101,49,49.948854,6193.17,6951.13,9360.79,2034.82,2906.88,1947.64,2668,2687.58,3732.75,204.18,1269.35,3.9,409.68,1759.14,736.03,2419.14,3.634089,387.09,65.2,17.41,2906.88,2668,3732.75,9360.79,0.62896,326.18,20251101
20251101,50,50.023459,5797.19,7534.89,9355.25,2054.41,2934.87,1884.04,2580.88,2688.74,3734.36,202.72,1240.49,9.63,380.2,1783.24,792.77,1994.42,3.827337,382.76,22.06,28.33,2934.87,2580.88,3734.36,9355.25,0.474806,337.97,20251101
20251101,51,49.977194,7069.57,6430.36,9453.86,2110.07,3014.39,1881.87,2577.9,2713.88,3769.28,202.84,1263.23,9.99,417.27,1961.25,892.05,2618.94,3.004979,346.97,25.65,38.71,3014.39,2577.9,3769.28,9453.86,0.569238,339.92,20251101
20251101,52,50.008742,6819.22,6558.58,9289.31,2075.16,2964.51,1891.84,2591.56,2712.56,3767.44,223.38,1260.48,7.35,374.73,2247.83,713.54,2415.96,3.498513,390.98,51.39,115.72,2964.51,2591.56,3767.44,9289.31,0.690564,320.7,20251101
20251101,53,50.014863,7130.8,6658.62,9153.48,2039.55,2913.64,1883.49,2580.12,2608.7,3623.19,207.19,1292.3,7.75,398.76,1834.32,825.98,2581.23,3.111571,331.72,67.74,52.93,2913.64,2580.12,3623.19,9153.48,0.50204,339.62,20251101
20251101,54,49.874308,6939.82,6574.31,9178.35,2075.83,2965.47,1881.01,2576.72,2637.82,3663.64,227.27,1264.44,3.99,395.81,2177.33,774.04,2801.8,3.403088,356.23,81.95,31.36,2965.47,2576.72,3663.64,9178.35,0.621365,278.86,20251101
20251101,55,49.946905,6682.1,6475.27,9146.57,2010.27,2871.82,1867.64,2558.41,2584.58,3589.7,210.02,1248.97,3.21,373.46,2009.07,723.39,2670.21,3.425911,361.34,63.75,97.19,2871.82,2558.41,3589.7,9146.57,0.661998,342.3,20251101
20251101,56,49.88305,5752.13,6897.62,9209.97,2072.52,2960.74,1894.19,2594.78,2643.73,3671.85,228.92,1292.72,3.24,403.99,1949.01,719.27,2094.74,4.093971,351.41,21.04,40.23,2960.74,2594.78,3671.85,9209.97,0.495765,267.13,20251101
20251101,57,49.942866,6878.8,6929.67,9241.48,2089.78,2985.4,1953.22,2675.65,2677.63,3718.93,214.78,1236.28,0.62,397.55,2269.51,859.25,2365.42,4.086554,365.77,87.54,116.98,2985.4,2675.65,3718.93,9241.48,0.521472,270.79,20251101
20251101,58,50.007474,6363.23,6433.75,9097.23,1984.43,2834.9,1841.75,2522.94,2594.46,3603.42,219.53,1257.46,5.47,400.14,2019.29,718.74,2568.53,2.900951,388.74,45.05,102.97,2834.9,2522.94,3603.42,9097.23,0.537125,347.07,20251101
20251101,59,49.965562,6187.63,6357.08,9195.76,2017.67,2882.39,1893.36,2593.64,2642.66,3670.36,222.26,1266.26,3.03,413.95,1913.62,895.02,2336.2,4.064393,334.75,65.11,36.13,2882.39,2593.64,3670.36,9195.76,0.496298,297.45,20251101
20251101,60,50.012658,6470.04,6914.43,9086.59,1985.11,2835.87,1856.69,2543.41,2613.48,3629.83,221.15,1256.91,2.35,402.88,2129.35,766.53,2405.88,3.951011,391.65,11.03,17.81,2835.87,2543.41,3629.83,9086.59,0.63534,341.64,20251101
20251101,61,50.002754,5889.09,5600.69,9098.81,2053.8,2934,1861.09,2549.44,2659.96,3694.39,205.37,1265.05,8.37,418.95,2148.69,886.98,2158.26,2.914414,337.21,21.32,34.72,2934,2549.44,3694.39,9098.81,0.520998,265.54,20251101
20251101,62,49.885078,6084.4,7004.15,9044.93,1954.34,2791.91,1905.6,2610.41,2641.92,3669.34,200.89,1240.95,5.14,373.2,1873.45,721.21,2599.52,2.9175,344.95,60.5,31.45,2791.91,2610.41,3669.34,9044.93,0.673521,341.24,20251101
20251101,63,49.950546,6138.48,7246.16,9105,2018.86,2884.09,1811.47,2481.46,2624.86,3645.64,223.95,1265.68,8.3,418.7,1748.83,866.99,2793.24,3.495385,351.61,27.25,71.02,2884.09,2481.46,3645.64,9105,0.585309,253.73,20251101
20251101,64,49.853895,6085.24,5827.78,9086.45,1990.07,2842.96,1885.42,2582.77,2598.11,3608.48,223.64,1279.8,5.51,408.92,2186.24,763.62,2149.89,3.076315,388.06,67.37,67.57,2842.96,2582.77,3608.48,9086.45,0.69016,297.41,20251101
20251101,65,49.889652,5551.29,7025.45,8998.36,1942.14,2774.48,1854.18,2539.97,2613.18,3629.42,204.69,1241.51,1.81,388.36,2023.44,838.85,2880.4,3.898575,366.62,12.85,28.05,2774.48,2539.97,3629.42,8998.36,0.638615,294.04,20251101
20251101,66,50.028974,6682.97,5699.57,8964.26,1991.98,2845.69,1803.59,2470.67,2553.2,3546.11,216.18,1296.85,4.1,390.35,1764.19,735,2784.77,3.407843,350.25,18.41,57.21,2845.69,2470.67,3546.11,8964.26,0.572204,284.03,20251101
20251101,67,49.885975,6729.91,5983.63,8848.33,2021.86,2888.37,1801.29,2467.52,2525.84,3508.11,229.87,1253.63,6.73,386.41,2012.64,733.11,2675.88,3.039717,364.73,52.34,66.31,2888.37,2467.52,3508.11,8848.33,0.506225,304.23,20251101
20251101,68,49.885908,5725.04,5988.27,8775.12,2024.97,2892.81,1788.44,2449.92,2579.31,3582.38,209.48,1264.41,6.12,381.91,1817.2,882.77,1976.67,3.367439,368.83,11.2,99.47,2892.81,2449.92,3582.38,8775.12,0.530368,346.95,20251101
20251101,69,49.949622,6434.59,5938.14,8797.66,1920.73,2743.9,1790.15,2452.26,2526.75,3509.37,218.66,1297.45,0.65,393.2,2158.71,777.39,1905.06,3.341145,357.56,41.83,76.07,2743.9,2452.26,3509.37,8797.66,0.64533,296.94,20251101
20251101,70,49.969344,6145.42,5592.01,8785.26,1960.58,2800.83,1822.47,2496.53,2511.12,3487.66,207.75,1266.76,2.92,376.59,2075.5,805.03,2813.2,4.13702,357.27,21.65,54.49,2800.83,2496.53,3487.66,8785.26,0.693939,301.53,20251101
20251101,71,49.936744,6266.65,6317.68,8657.62,1962.9,2804.14,1801.25,2467.47,2484.45,3450.63,221.57,1274.07,7.44,373.36,1960.21,881.53,2898.67,3.376306,370.98,84.16,91.82,2804.14,2467.47,3450.63,8657.62,0.548303,302.34,20251101
20251101,72,49.87973,5657.14,6475.84,8584.02,1901.09,2715.84,1735.94,2378,2454.75,3409.38,206.02,1249.71,8.4,415.81,2270.51,764.55,2660.68,4.09946,399.83,72.36,44.59,2715.84,2378,3409.38,8584.02,0.454605,318.14,20251101
20251101,73,49.881413,6280.93,5259.71,8620.6,1964.94,2807.05,1780.04,2438.41,2445.07,3395.93,223.97,1278.9,8.82,370.85,1991.12,871.65,1982.83,4.062291,352.24,45.26,92.83,2807.05,2438.41,3395.93,8620.6,0.668551,292.73,20251101
20251101,74,49.914,5285.04,6158.06,8426.24,1876.72,2681.03,1697.2,2324.93,2500.3,3472.64,204.97,1299.28,2.51,371.19,2184.12,789.34,2445.09,3.28458,337.47,67.16,29.28,2681.03,2324.93,3472.64,8426.24,0.557756,254.59,20251101
20251101,75,49.862604,5837.05,6815.29,8541.71,1978.61,2826.59,1734.97,2376.67,2460.88,3417.89,216.88,1296.22,3.26,397.14,1886.61,824.23,2373.37,3.424415,381.14,0,112.9,2826.59,2376.67,3417.89,8541.71,0.479737,288.88,20251101
20251101,76,49.951579,6480.94,5176.77,8417.89,1911.79,2731.13,1811.09,2480.95,2411.36,3349.11,223.69,1282.15,7.73,395.24,1725.81,851.98,2312.83,3.659808,334.64,0,23.79,2731.13,2480.95,3349.11,8417.89,0.47944,274.99,20251101
20251101,77,49.899707,6034.95,6517.43,8322.58,1811.45,2587.79,1735.11,2376.86,2355.41,3271.4,215.59,1233.86,5.66,373.38,2138.59,707.71,2796.54,2.951612,387.09,0,73.31,2587.79,2376.86,3271.4,8322.58,0.529177,327.26,20251101
20251101,78,49.870182,6058.56,6533.41,8366.33,1855.01,2650.02,1763.56,2415.83,2369.55,3291.04,226.62,1265.8,3.84,378.44,1922.45,871.05,2825.36,3.598076,333.87,0,63.31,2650.02,2415.83,3291.04,8366.33,0.45459,283.63,20251101
20251101,79,49.942812,5608.52,5299.21,8228.76,1814.29,2591.84,1694.56,2321.31,2404.78,3339.97,228.4,1288.64,1.57,385.35,1864.02,899.13,2274.41,3.872285,369.5,0,89.54,2591.84,2321.31,3339.97,8228.76,0.662326,310.16,20251101
20251101,80,49.880908,6361.83,6638.18,8241.07,1863.8,2662.57,1690.8,2316.17,2413.69,3352.35,202.14,1286.28,0.76,380.09,1787.1,794.53,2797.9,3.889205,342.83,0,20.28,2662.57,2316.17,3352.35,8241.07,0.669074,259.19,20251101
20251101,81,49.891886,6268.76,6535.29,8139.28,1904.24,2720.34,1646.47,2255.44,2361.05,3279.23,222.07,1244.39,2.1,418.85,2095.02,709.14,2580.84,3.603106,387.49,0,49.3,2720.34,2255.44,3279.23,8139.28,0.630339,258.57,20251101
20251101,82,50.016916,5825.1,5090.97,7972.56,1761.05,2515.78,1674.28,2293.54,2285.79,3174.71,218.7,1291.88,2.45,372.26,2094.44,878.59,2828.98,3.183664,391.49,0,111.43,2515.78,2293.54,3174.71,7972.56,0.593059,344.36,20251101
20251101,83,50.030913,5495.13,5491.95,7938.72,1798.85,2569.79,1642.73,2250.32,2304.37,3200.52,207.27,1274.88,5.34,419.39,2103.06,730,2819.75,3.383253,394.66,0,49.1,2569.79,2250.32,3200.52,7938.72,0.47958,276.37,20251101
20251101,84,49.948077,4919.07,4910.56,7873.94,1776.46,2537.8,1598.07,2189.14,2261.44,3140.89,225.43,1265.93,6.8,397.4,1838.8,818.54,2142.69,3.740899,333.95,0,109.9,2537.8,2189.14,3140.89,7873.94,0.468072,266.91,20251101
20251101,85,49.901088,5708.17,5930.04,7711.86,1719.21,2456.02,1559.5,2136.3,2230.55,3097.98,200.41,1244.72,3.88,412.08,1758.28,767.45,2833.15,3.449602,376.52,0,56.71,2456.02,2136.3,3097.98,7711.86,0.458255,284.56,20251101
20251101,86,49.930343,4805.9,6148.47,7612.29,1726.98,2467.12,1559.78,2136.68,2211.15,3071.04,224.6,1289.3,3.18,386.82,2082.99,797.77,2370.86,3.535497,364.85,0,79.35,2467.12,2136.68,3071.04,7612.29,0.601844,327.53,20251101
20251101,87,49.918952,5404.02,5818.65,7649.98,1725.36,2464.8,1553.3,2127.81,2119.64,2943.94,218.31,1283.85,1.41,372,2233.58,710.51,1921.92,3.250986,357.68,0,112.38,2464.8,2127.81,2943.94,7649.98,0.552668,288.49,20251101
20251101,88,50.001609,5319.61,4834.14,7540.1,1663.42,2376.31,1591.22,2179.76,2124.06,2950.09,220.55,1268.08,5.66,395.64,1979.91,898.63,2440.8,4.088027,349.06,0,19.15,2376.31,2179.76,2950.09,7540.1,0.676574,271.49,20251101
20251101,89,50.021396,4683.87,6110.84,7554.82,1723.69,2462.41,1516.4,2077.26,2123.26,2948.97,204.74,1284.88,0.39,400.01,2051.66,748.15,2730.39,3.259494,361.96,0,49.54,2462.41,2077.26,2948.97,7554.82,0.646696,267.48,20251101
20251101,90,49.891031,5024.82,5526.52,7463.35,1659.92,2371.31,1536.27,2104.48,2142.65,2975.9,216.44,1249.27,7.56,396.42,1876.4,741.16,2695.04,3.720085,336.65,0,17.63,2371.31,2104.48,2975.9,7463.35,0.45176,304.11,20251101
20251101,91,49.903386,5405.45,5812.14,7396.6,1683.09,2404.42,1501.08,2056.27,2172.41,3017.23,211.54,1240,5.79,400.81,2281.83,885.46,2444.04,2.998593,353.05,0,19.33,2404.42,2056.27,3017.23,7396.6,0.597068,322.28,20251101
20251101,92,49.921512,5139.4,4743.55,7282.79,1568.4,2240.57,1470.26,2014.05,2143.8,2977.5,209.76,1243.32,1.63,379.48,2228.52,790.5,2546.56,3.147833,351.78,0,23.9,2240.57,2014.05,2977.5,7282.79,0.582625,284.24,20251101
20251101,93,49.901625,5343.39,5922.12,7313.45,1668.79,2383.98,1479.92,2027.29,2120.11,2944.6,202.51,1292.82,3.37,370.16,2262.95,767.12,2799.93,3.169241,395.82,0,91.77,2383.98,2027.29,2944.6,7313.45,0.455359,313.89,20251101
20251101,94,49.91696,4977.86,4468.69,7083.76,1580.74,2258.2,1490.06,2041.18,2075.17,2882.18,220.5,1288.95,0.79,398.99,1904.2,764.2,2451.86,3.299314,354.38,0,42.43,2258.2,2041.18,2882.18,7083.76,0.601045,327.68,20251101
20251101,95,49.879079,4320.57,4916.79,7073.6,1576.03,2251.47,1434.65,1965.27,1961,2723.61,218.87,1267.51,8.95,382.59,2007.7,767.09,2033.63,3.683871,350.38,0,57.94,2251.47,1965.27,2723.61,7073.6,0.62212,258.41,20251101
20251101,96,49.874898,4431.16,5018.37,7028.18,1539.76,2199.66,1434.17,1964.61,2070.55,2875.77,204.96,1249.12,6.04,387.23,2263.23,869.96,2254.77,4.089338,362.03,0,38.38,2199.66,1964.61,2875.77,7028.18,0.47237,323.66,20251101
20251102,1,50.023015,5257.38,5693.85,7089.82,1642.53,2346.47,1457.44,1996.5,2099.92,2916.55,210.77,1268.96,2.3,401.86,1872.1,707.38,2735.18,3.172819,368.29,0,52.94,2346.47,1996.5,2916.55,7089.82,0.581011,305.02,20251102
20251102,2,49.940242,5079.69,5641.4,7120.69,1601.44,2287.77,1450.5,1986.99,2070.2,2875.28,228.14,1271.6,2.37,411.21,1803.65,860.86,2020.38,3.372302,376.83,0,97.41,2287.77,1986.99,2875.28,7120.69,0.575247,311.17,20251102
20251102,3,50.01683,4716.72,4700.04,7392.27,1648.76,2355.37,1531.07,2097.35,2088.12,2900.16,227.59,1274.1,5.44,399.16,2028.09,713.51,2727.26,3.981898,348.37,0,104.99,2355.37,2097.35,2900.16,7392.27,0.644999,282.52,20251102
